10000 50000
8079 4582 30.6141
1709 1778 83.6305
8159 4493 6.55807
3089 517 55.5628
2357 8722 32.6744
7274 7515 13.5131
8426 9700 63.031
7098 5971 57.6829
43 1538 8.26945
4206 2106 32.4005
6418 7685 83.6226
5802 2085 73.9595
8909 7585 27.2131
5888 1336 77.4261
1012 9978 31.2495
3009 932 28.5658
1637 1478 44.1542
6390 6505 34.6477
8678 5950 22.4705
3254 8859 4.65485
6157 3943 40.837
567 3426 61.2736
3212 5391 36.7903
6710 5810 35.3527
4312 8109 12.0946
2842 4302 15.8115
4127 5296 7.32783
5565 9613 63.8266
4898 4640 68.1701
3713 6433 22.0254
1787 8252 84.4619
5280 9457 8.58519
3789 1941 59.0339
8636 2147 53.9319
6785 389 12.311
8582 3764 15.7951
2590 541 99.2002
4430 9239 31.4684
479 3327 80.4029
5869 7477 56.758
1828 3411 54.9158
7804 73 34.977
3113 6369 74.7302
2817 3598 6.96661
9455 7580 53.5673
1082 5381 74.9976
9558 8890 75.8084
6303 5088 56.8493
4163 5853 4.24178
2296 7128 20.6282
438 2794 46.4943
5333 9024 46.1773
2335 471 56.0117
2023 7212 29.8727
1406 3862 67.0604
4343 2417 73.6239
9146 4146 36.0182
5852 8064 29.1668
316 2703 50.0387
5778 8450 38.4959
613 8731 21.5718
2279 7473 98.9095
4230 4745 1.31136
9791 206 72.6169
5831 7735 0.129104
528 5332 99.973
8796 4773 14.943
1029 2070 67.7075
7454 9801 8.20718
2055 3461 73.1344
2061 9729 89.9681
9189 9518 62.3849
6843 5777 92.429
1235 7833 31.0527
6823 2009 37.2661
1653 8130 8.52642
4714 9385 87.0309
5410 9143 74.0481
5307 5520 40.0326
7767 1317 43.1985
5621 5373 26.401
4543 6376 38.6041
1706 7670 99.681
7472 7105 20.0904
3773 8995 84.8445
7768 2266 57.6749
7208 2638 14.6245
5273 5679 97.6619
2725 9456 91.1714
3188 2936 57.7376
6901 4135 35.6643
4413 9253 20.5021
9870 247 98.9
4958 6102 65.2506
2199 5897 1.98323
7856 1943 59.6325
6673 8173 90.3046
9173 2929 52.4125
3846 9085 74.0113
5732 1765 19.4306
9900 8952 85.385
3704 2867 51.219
1455 9566 62.2199
685 600 21.8489
4958 2121 6.56541
6727 5635 56.1348
1883 2172 28.2775
4173 781 88.7334
9613 3713 6.62337
4994 6949 26.8769
3020 4234 45.251
764 1712 17.3804
8565 1885 86.0366
8204 1315 82.1554
1233 9548 11.4125
5941 4389 2.64661
4364 4473 72.9751
2585 5944 26.1118
9930 95 88.7575
7713 9001 78.5053
7717 8056 94.7312
2772 7120 73.3197
3215 7584 34.5901
140 9929 49.4399
9071 2791 39.83
3328 7381 5.4907
2837 9043 44.6792
8697 6435 20.6251
9532 2797 33.847
8791 9143 49.7577
6493 3978 41.1922
5375 7046 73.5205
5197 2572 15.4369
2007 6069 79.7993
1607 682 96.8171
9735 6065 82.8592
5725 2101 91.997
283 1099 17.868
6893 1895 40.6829
7210 1372 99.13
620 9875 13.7873
8857 6823 34.2794
8625 3452 10.6123
3446 7862 77.0369
7474 9816 1.57552
4983 5253 90.651
9153 9740 9.55187
4875 5939 38.1031
9361 718 52.4786
7252 3521 14.9806
7369 430 96.0081
8307 2586 31.3182
372 2390 47.9573
2114 3302 50.0525
8869 9552 55.8842
5818 4212 83.3802
6794 757 0.560827
6575 4820 47.9943
4331 3181 31.8129
4245 139 25.0134
9190 7326 64.3456
9760 5542 31.1245
2556 5678 80.4784
7745 8430 5.17507
9208 9506 71.1323
1100 6254 44.1778
5020 8803 2.20241
9638 3070 12.7096
6992 8835 44.3993
7311 1742 49.3161
6204 405 12.4391
1887 3517 60.0248
1935 4762 95.1697
7785 8206 33.9341
497 5074 93.5594
9203 189 33.1132
111 3640 47.8978
8144 9031 19.9783
1834 6628 55.8993
6971 6822 79.9684
4862 6510 17.235
4943 3525 85.1991
9552 2287 26.2045
9492 2350 36.0562
3785 6641 92.3809
3211 1792 8.59629
5746 924 56.9189
1074 400 51.4428
7281 6455 6.62247
5241 1544 65.1158
9200 761 59.7588
8269 3725 77.6609
3361 793 49.8914
9371 2987 13.3239
2867 6072 20.7103
2490 1621 6.86886
3825 2258 55.206
8141 4530 16.1407
4257 3750 81.2053
8041 4888 17.1827
6773 9174 43.2074
3960 17 29.7261
5920 147 45.4668
5463 6057 76.7027
3023 1462 4.69437
8266 530 13.5011
8606 995 49.3668
826 2837 90.2036
6714 7898 23.9237
9937 9078 39.6355
2052 9776 27.3125
9017 9176 29.9831
2957 5142 37.5391
8839 3538 73.8277
61 3173 55.607
5417 6992 1.62455
9365 9339 17.4322
2510 8063 38.246
182 5467 94.9206
2124 2615 51.7321
1462 6285 46.4082
761 7278 81.3402
8751 3337 10.8806
3117 729 51.8289
2084 7326 74.6808
54 1547 53.4366
4325 7213 7.44274
7811 6176 28.8412
8542 2989 34.189
645 1632 65.2607
8642 8402 0.751936
8657 4370 62.0148
7968 7720 93.5802
4852 374 7.28993
7515 1158 44.9683
6506 9240 51.1252
3149 3629 8.95041
9053 5978 27.1485
1360 6454 35.9786
2039 7013 16.9038
2872 8741 56.9398
8154 8416 68.2204
8106 704 74.5439
504 638 18.4485
4941 7843 81.2167
8484 5260 63.4075
3076 6958 9.8212
1114 4605 38.1221
7532 9287 12.2415
2048 3936 62.9292
7260 2317 62.3742
9101 9150 69.8282
4739 969 6.00925
6321 7094 90.858
9410 9188 66.5062
9083 5444 9.3946
2470 5910 41.2789
9364 6856 77.344
6340 6296 89.0397
8025 883 94.7944
883 9522 80.864
8606 9254 45.5133
3486 5457 58.9763
9785 1988 65.6625
7944 4381 23.6122
1914 8945 0.762757
921 7289 17.5563
9166 837 46.4352
2661 1937 54.4422
680 7519 12.8147
6324 329 1.77307
2393 5195 85.717
7888 7748 85.6283
1394 7351 33.5456
9254 5451 28.5651
1877 7969 47.3026
2990 618 48.1494
4692 3616 4.80801
9986 2298 42.6532
2025 7636 82.3174
4014 5886 64.8721
4247 8235 52.7657
6419 2110 75.6987
6247 6322 43.366
988 5550 54.5566
5940 7746 75.4369
6492 4920 2.23651
1180 6996 32.4652
1045 7460 11.6936
8738 2208 96.5701
542 3282 69.4373
6254 1794 77.5896
3194 9749 87.4853
6191 6640 46.2637
8257 9479 51.8346
194 9631 36.8208
7252 2150 67.5443
3653 9477 54.5489
1257 35 41.9249
1852 6492 37.1551
743 4167 17.0376
273 5349 73.818
610 3647 65.3047
1329 9218 42.2741
4156 4312 40.6033
8142 3511 13.4857
6278 9729 50.75
4580 4396 51.5675
9851 2219 67.7445
9093 4187 30.4915
2078 6974 70.6106
5932 514 98.8993
8808 2490 42.718
451 7712 36.9757
9289 9100 20.6258
6613 7644 36.127
1361 3770 7.47384
7947 795 92.0877
9111 3930 65.8521
7931 1867 27.4935
8882 5681 36.2303
8305 8627 97.1115
5012 3972 51.2268
6934 5538 93.1905
1896 9919 56.7976
8488 3764 18.7981
5084 9700 33.6716
2624 2906 66.9613
3161 3925 8.72132
5973 7195 31.0593
3528 659 64.5891
3105 4164 27.7058
2415 6234 97.8626
5262 5545 33.8678
2611 5979 17.8477
9037 9818 43.1785
6596 5451 41.577
5935 7382 12.4903
904 7978 16.4657
9031 6529 9.89619
3266 8140 90.3177
9787 3292 76.8093
3908 7172 27.5724
2388 6157 71.7712
8994 326 97.9796
2120 7548 92.0406
3331 342 42.0669
7657 4072 33.559
7965 1711 98.0496
9875 35 52.5351
6937 3208 82.6883
3 6498 13.3452
1756 2893 5.20417
6998 7683 11.4556
3529 1842 23.3243
7263 2707 62.3409
9691 9480 46.9086
7978 3656 23.7576
9479 9420 72.5689
7008 686 48.5243
1752 4146 57.8372
6300 6179 5.0409
1296 9996 98.4928
7352 1477 29.9375
3601 336 31.3275
2072 9926 38.8785
5245 63 92.2067
3170 6966 85.0333
7188 6975 99.6904
597 2147 38.2216
4889 9090 38.633
8580 2091 66.4141
9937 9052 73.7871
6566 5877 50.9648
4596 3355 4.15332
4428 8557 66.4761
8673 2827 62.1327
7895 274 79.2767
2737 7574 20.9639
7054 945 40.2837
643 6471 10.9226
1173 6209 83.3767
9484 6785 54.8034
5951 9482 32.7106
7461 8192 95.7878
5000 247 64.7852
2983 5552 53.4125
551 1463 26.8989
6510 4890 98.0937
4582 2251 78.9215
7085 5895 88.1465
3042 2010 18.1762
1458 39 48.0325
399 5907 54.9664
8455 7870 52.1489
8115 289 99.043
8920 6631 78.7273
9434 1000 67.5126
2178 8874 71.6502
8791 8087 75.4478
1842 6663 24.2033
5695 2330 81.9406
6664 4266 35.2168
1039 4424 35.9906
4518 8017 29.3614
5573 1801 7.03889
1311 3284 29.3248
4427 3374 99.3014
8261 7275 38.4685
4042 2205 43.5846
5349 9431 23.0848
4485 2283 34.8326
2234 4273 36.0227
6967 4783 78.5095
6701 2132 15.7884
6001 565 79.9515
8544 9829 89.5286
8917 7574 17.7503
7867 3907 0.238091
8074 3732 82.8038
3219 5609 13.4161
1575 5923 69.3537
8562 8935 89.9879
8077 7415 20.3197
2291 701 76.9427
5384 7442 16.5592
1465 4483 59.3308
4911 5530 92.4474
3657 8756 62.2121
2695 6230 54.1935
9441 2582 53.8339
6299 163 64.4533
2861 6133 72.7572
7410 2053 18.6323
4188 7303 33.8427
9089 450 9.86277
1365 8116 86.2729
7609 8762 62.32
5113 367 75.8323
3221 4382 16.781
9321 88 96.7036
4027 8201 13.2722
6940 1156 43.4776
3643 7054 9.24197
3186 6464 61.7532
2211 8919 70.9414
9431 3349 50.6595
101 7943 70.088
3814 6268 99.941
1838 6372 78.2721
4788 5970 18.0965
8810 8291 93.4748
8718 1482 65.8649
7962 3937 52.4928
5498 100 2.88594
2810 2534 49.4634
1371 4517 16.8431
4532 9971 86.1995
1190 3577 45.8921
173 3377 29.2244
110 7276 19.6585
5590 3774 48.4888
2620 9754 38.3645
7143 5334 72.6074
1426 9709 52.8641
93 3369 74.0578
3102 1435 81.2664
8324 2114 63.6893
7511 6817 37.9299
691 252 32.3856
6890 6957 9.03032
1901 3412 39.9884
9428 4323 80.5119
4990 7392 65.6406
2890 5233 36.734
3270 4844 31.8284
6983 8660 22.1375
8314 2418 97.916
7315 6804 93.9583
7964 4635 22.3957
1147 8738 8.11234
6349 5626 1.26572
742 2264 73.1813
7229 9481 88.1935
5369 6023 74.6802
5875 3082 79.3346
8795 9189 38.1959
2934 1694 20.4003
3072 8999 6.77359
4254 8972 4.72223
4235 4866 65.5421
896 7014 98.4127
1410 8170 49.4498
182 973 95.4447
5273 388 67.9689
7907 4218 78.902
9857 6717 27.7315
1871 2882 22.6576
8979 381 4.31689
5387 1543 70.3502
948 4309 4.71489
5129 8589 50.5001
3919 284 55.5707
7576 5645 82.8883
2359 1295 68.2958
640 6818 47.3849
1007 3111 86.7135
890 2085 1.02146
6375 2580 5.42741
1088 6391 76.216
7125 2609 23.5156
6050 9775 71.5085
6073 1402 1.30371
4740 7005 27.8131
2314 4478 95.014
4408 7631 19.4047
153 8951 19.1257
1652 8884 53.0734
3401 7582 99.0109
6762 1676 73.2322
5192 2764 0.863052
1193 9869 61.8692
3607 6084 17.8792
7788 6113 86.2088
3398 459 29.3943
9761 6304 58.1815
8215 2496 6.37526
9825 3027 30.8102
8544 8875 14.362
8493 7689 69.2033
3102 7436 32.6078
601 2947 52.1879
6151 613 52.8386
6365 1485 98.4699
8115 7432 30.2355
7567 6888 68.9784
1494 2465 5.13628
6482 5682 57.7162
8807 9381 21.4125
3692 1942 46.7987
7812 2835 36.7926
5747 2165 72.6787
5272 7568 94.9532
4302 1644 9.45576
5584 5244 36.6323
5924 5020 70.3822
8144 1140 45.3053
4626 9542 52.6459
2285 8691 90.9287
9070 1379 76.6383
1860 7421 13.0485
4025 3463 3.72194
901 5957 45.1306
5313 3003 43.3619
9900 8782 52.2435
8469 5402 83.0927
1196 9782 7.07476
7918 7266 36.7735
4938 1285 23.1039
3127 7905 22.6582
8665 1624 14.9197
4196 2554 62.8904
9772 1736 24.3603
2353 7964 47.8836
4685 3906 1.80591
7385 8046 87.3658
9993 4600 2.90387
663 695 42.56
490 6241 80.0976
1539 3540 54.0726
1496 885 96.2876
7401 8239 51.4978
7793 4267 37.7638
5433 3907 55.2724
2457 6937 81.7041
4029 1342 17.9672
6121 4656 19.5333
579 8845 59.6874
9604 5471 9.72978
8262 7294 45.9489
2908 8146 37.1109
5960 8243 44.7647
5175 6681 84.8837
1420 9824 33.7934
6168 708 54.5262
649 2698 6.26856
5364 911 89.1758
9038 7255 68.162
5386 6881 14.8243
4263 684 77.1143
2352 9220 42.5509
8020 1562 45.8605
7526 4371 4.48506
2217 3746 16.7901
8609 4968 36.9326
6809 9851 43.8635
1435 628 50.7145
2535 5101 41.5272
7235 2165 51.0876
1533 8903 83.4346
8448 5148 11.3182
9489 1381 66.4225
3943 7962 94.0669
3701 7770 26.8148
4248 14 17.5572
1506 2977 42.301
9676 932 59.5039
8590 5567 81.8945
221 195 2.46586
3502 7379 35.5107
7302 8713 89.0289
9380 5150 92.87
3832 2628 81.9616
1979 252 38.5973
3207 4122 73.4617
4844 1041 81.403
6721 4705 75.0109
6040 5944 83.3094
2315 8314 60.955
4434 362 37.0135
1209 3044 94.0256
9489 3200 9.67436
1083 1550 79.9906
4861 4037 35.778
6988 2086 96.4339
9150 3855 58.7095
4456 2159 22.3572
9782 925 53.2758
5245 7432 5.47328
5847 434 34.7901
7430 2673 3.3559
8291 5282 6.1589
8404 9838 44.8693
5334 1765 40.2864
8588 2280 2.97012
2488 8247 10.7156
8948 2267 65.8318
5904 2580 43.751
7434 4193 3.70871
2220 7509 13.9635
710 4558 9.28754
6300 8184 13.1041
8020 7394 30.1464
139 3157 57.4641
9597 3342 1.38726
8792 2141 38.0569
3491 5938 78.0898
164 8377 17.959
3068 7678 13.6826
8860 2105 89.275
1137 9482 23.1017
3414 7050 11.0257
3687 4518 18.5625
6668 195 44.6307
1299 272 46.7335
4956 2097 84.3385
9703 3146 4.7802
754 2473 37.4366
8227 7141 84.1862
8862 1845 93.005
5076 6698 91.2039
539 1 49.2425
2739 6637 95.9102
8598 1138 86.8707
1639 1289 54.3659
89 4283 52.4021
768 9688 27.0519
8470 1083 83.2358
5675 4323 88.6259
6719 38 65.5646
2122 8500 66.6356
8504 6498 89.1972
9815 3218 64.6228
7533 6933 49.1339
1699 4503 31.6017
7533 3598 56.3146
7414 8875 71.9501
317 1578 31.5729
951 3970 31.751
5710 260 75.2159
7988 1118 19.9885
1445 3878 78.5802
7501 818 29.7301
3948 7259 27.4553
3446 1255 6.70314
1274 5962 12.3549
2567 9333 94.0997
9328 7914 1.21031
389 3967 81.044
6110 9579 36.7428
5090 4830 2.61594
9076 7242 3.85631
6349 8618 14.2488
350 6313 43.6204
5775 2042 62.3521
97 8692 18.0023
5293 7381 99.5619
6670 2730 19.1834
8764 1648 52.5468
7570 6970 34.6232
7908 7176 45.7411
6969 91 27.2885
2973 379 47.8223
5508 5640 7.06659
5504 3195 69.6372
8495 812 76.1931
9617 5845 29.4236
4064 1905 19.904
5107 3062 45.0315
551 9667 87.9734
3978 9493 33.2189
3796 3584 60.2461
4497 2998 67.6054
4960 3237 65.7953
7202 6416 52.4546
5292 3170 13.3231
7790 9250 48.707
4578 1287 65.4557
5051 2922 32.0188
7019 3461 34.6443
1812 4656 36.424
9224 4158 56.4695
743 225 2.79458
6116 8490 35.4423
2641 5945 27.0945
3748 6499 62.1192
8762 7392 75.1009
5857 3093 62.5302
9019 2917 51.7971
2733 7444 55.1321
755 6901 78.3941
914 4932 86.0182
7106 9685 74.5869
2835 7320 95.8715
8251 7568 64.4497
640 3874 93.3039
6491 239 4.87785
725 6176 40.7049
6251 4810 93.8363
7042 3937 92.7019
6845 5058 11.6928
7552 7156 37.5218
5200 7049 72.7607
9193 8728 15.9577
5782 2896 31.8172
4109 4373 34.2332
6118 1975 25.5726
9657 8662 80.9321
1925 1975 78.3103
9995 9474 90.2258
3306 5578 58.3296
8781 4323 86.2742
4014 4057 49.2203
6106 7636 41.4681
8278 4181 36.2209
6550 7566 7.62985
9688 8813 9.75337
8855 4929 33.1627
8208 8562 86.9941
9340 1061 5.02668
3469 3181 40.7674
7518 3215 80.4081
9711 7433 36.1305
1608 5744 65.4515
7570 7974 98.7044
8928 290 91.6031
9457 682 27.5715
3181 7746 67.2165
4596 7975 12.8405
9287 6788 33.2379
5258 4707 76.0512
6463 7233 28.0672
5981 2411 55.2539
3757 706 16.3129
5724 5328 77.439
7671 1088 72.2797
1433 3718 40.9506
8333 8782 20.8644
6264 1404 65.1753
5511 2398 40.1595
3744 3528 96.9725
8953 8330 18.8054
4546 391 17.7765
9221 5239 81.5527
2265 9244 23.7949
723 9444 18.8144
7848 5209 13.242
8744 7576 64.695
8085 4542 80.9409
6870 5100 27.2729
5641 7000 22.1781
332 5134 53.8059
4917 8225 27.4172
5931 9377 80.9078
8844 7968 25.6383
2552 8408 86.5532
7265 54 16.4835
650 3101 22.3479
2411 3787 98.33
3542 2470 63.8419
5905 5776 30.9016
6792 9702 91.5068
4659 532 47.5992
1515 2815 53.2428
220 4168 22.8895
1262 1993 81.6086
7293 671 58.2685
764 3239 55.3802
7827 9118 34.3373
505 5182 43.7894
2541 1782 95.7842
3945 6827 48.8871
4393 7741 58.9655
7726 6519 56.9534
7322 179 19.6369
9047 5608 74.4133
2673 8292 17.2244
5422 5890 32.899
8578 4956 74.8972
2328 6434 59.0901
8192 542 78.2084
5567 4093 32.6222
2755 347 67.0137
3906 343 64.7135
685 6011 10.6632
8907 6296 32.1233
111 4142 68.3904
4760 7049 26.1434
4538 4367 29.8199
9130 6373 95.6792
207 3069 84.6598
3519 6825 94.6432
3560 2131 80.4455
4853 57 13.5453
7710 4190 82.0047
5974 2921 95.715
5433 6467 59.565
9302 336 67.4387
1287 9866 82.1079
9124 2383 26.9315
9332 5239 46.4443
3716 3914 30.4197
5819 6744 54.7261
5999 6867 34.3174
2760 4047 8.70487
4144 3044 62.0812
6436 153 69.0309
437 6192 26.0933
2527 4367 44.5916
5008 5388 10.8549
5675 2108 39.5049
9600 3936 80.5063
312 301 78.7918
3835 4482 8.22459
5307 7935 70.3084
8753 2600 38.5862
8388 7075 73.5522
5775 7719 5.13031
5284 2998 37.8423
7886 4417 98.0492
9043 4545 84.9135
4659 3057 12.5359
4816 3901 35.7858
6518 9174 72.8205
5591 2913 46.9312
9534 7713 21.6734
4632 8621 7.2074
2962 7040 81.5856
7802 8886 92.7621
8402 7575 84.8479
5185 9776 96.7953
1213 5320 81.8818
8336 8603 58.5798
3446 5596 52.9087
663 7806 3.67068
9258 6708 26.2021
3614 6619 65.8074
6084 3789 77.0419
9223 5726 7.86029
1021 2321 31.793
5149 6465 93.1207
2178 9374 46.8303
3177 2737 86.0622
8305 3170 48.4256
5648 2873 91.5071
4796 2260 66.205
636 9291 12.5855
7221 6391 7.76708
5722 6661 47.237
7291 1214 75.9156
3140 911 31.7636
6152 6781 63.5536
9202 9067 9.11425
3490 14 64.6679
800 6673 45.6848
8944 4210 45.8805
7900 8516 85.4854
8467 1823 88.5671
4364 3521 59.2509
6471 5058 3.78852
7356 3324 24.6859
7916 7397 75.2662
2886 4599 92.4299
7187 3438 28.829
9810 244 70.1747
7077 1724 31.9764
7545 2283 50.551
9314 1511 91.5955
4285 9936 93.3665
5793 4316 88.3331
1817 68 29.7473
2505 2316 81.9861
5156 2313 29.5728
5514 7377 48.1885
4750 2583 14.0311
9014 2803 33.9101
4656 9883 64.057
3086 8360 38.6472
3672 8143 34.8754
6297 5966 4.85394
2895 3523 29.1101
9432 6173 24.005
9602 8109 58.9461
9495 4732 60.8363
4606 2218 45.8359
5062 7309 18.3634
9783 1391 5.79603
2241 8182 16.6745
6917 5698 38.1163
4860 3467 53.3066
2654 4031 10.7807
165 2633 95.9451
7130 8423 26.2406
8883 7618 64.5571
1964 3284 92.0403
9212 6870 39.0766
9673 3313 43.054
3825 7375 59.3282
9753 5395 30.8923
3066 1906 33.8261
4054 4246 29.3332
3025 478 83.2678
6794 7295 71.0777
3735 9788 3.4792
6972 6744 75.6971
3994 1094 99.8088
1930 5746 3.97236
2074 4980 58.1013
4603 5277 11.3202
6585 1947 52.0803
7855 8732 42.2779
1393 3126 54.9487
5980 1276 78.5893
2520 9752 78.0402
7612 6514 58.3823
5545 1682 37.1347
6164 8744 70.295
7229 110 34.5409
6930 7765 54.879
4606 5803 43.2838
8918 9555 64.4494
445 5329 69.6981
2834 3963 93.4321
9101 4790 53.45
9318 4334 3.54616
6298 7259 11.3364
8593 93 14.5668
1159 3944 28.2662
156 5665 74.2252
9726 7742 22.5514
8260 6761 7.50594
9303 6755 48.0454
2272 4931 23.2285
8388 859 53.746
1108 7527 55.2346
1823 8370 63.2049
8865 5985 42.6132
4136 8470 17.082
6905 4937 54.4965
3959 7183 94.4752
2053 817 24.346
959 1445 64.3338
4185 8024 42.3918
7691 6318 59.0504
727 7083 46.8245
5721 8040 21.6365
617 1084 48.8356
6895 8096 2.16426
3595 1880 79.7218
8558 1708 52.7224
9611 7175 17.9139
9713 5487 1.25158
1402 1493 90.8738
4402 9858 54.2353
9675 2066 97.3289
8855 3802 64.5871
3552 9171 99.9921
8411 8872 83.3816
1483 8102 8.07332
1990 7069 27.2116
2718 8282 83.7989
3369 4039 27.4395
7925 1196 49.4847
6116 7632 29.9679
8176 5586 7.70746
3448 4143 73.6251
2050 417 20.9101
2867 5059 70.4346
1663 6601 75.0653
6556 9616 83.2311
4774 2698 80.8229
9022 8048 25.2932
8445 6230 8.41884
5062 5708 46.9445
4545 8179 84.6701
6222 2437 10.3864
4732 4466 52.8759
2467 4262 20.7067
8486 2872 10.8165
4680 9264 71.8548
4518 3702 96.3021
2136 9 33.0327
6131 5662 81.3747
2386 4501 91.0626
2991 9441 98.0154
3071 5522 39.9806
8987 8701 42.0853
2015 8693 87.7555
6736 5025 84.444
2081 8649 58.9753
6289 6130 3.89435
6584 2521 75.5672
5638 5397 85.7818
2955 2136 62.3348
6796 1465 53.6344
1858 5280 31.7278
426 3021 55.3931
3317 1603 13.4681
6286 4456 58.7888
8360 4219 94.7966
91 244 83.3884
4963 1004 54.0135
9428 8361 86.2898
5187 5433 53.1415
5994 9056 45.4476
4592 9557 55.7007
4905 5835 58.5266
942 6036 58.0822
2073 6446 36.9518
6934 3097 21.3354
4030 9136 72.3704
2111 9321 87.3219
5910 8889 91.2207
8321 3499 73.8067
2807 3424 50.8102
8740 1121 2.0507
5667 9111 14.9577
8612 9456 75.7128
2442 7503 66.6093
1694 6177 6.08913
5757 8703 43.6911
8883 8188 14.9558
7700 1094 2.406
940 3029 20.547
8898 4563 16.4218
9400 3581 37.4335
5089 8595 82.4774
2605 1758 27.686
3977 2523 24.8417
6610 8758 17.497
3776 0 31.7416
1078 5203 67.5515
6528 546 98.8308
9002 6331 44.5119
5884 5128 71.1334
1812 1338 43.1832
9308 1111 19.899
1917 4337 10.2377
1369 6545 63.2425
3670 2382 85.3133
941 7755 37.0726
5070 7817 58.5205
8069 192 3.40446
2147 6622 74.2169
3846 6655 63.9207
4106 3910 42.9112
393 2514 59.3288
3209 6342 24.6018
6726 7341 97.0263
6310 2165 36.7937
8996 3643 18.1542
8553 4750 25.4903
8277 1460 12.6864
6502 3743 70.8403
3935 980 24.1702
8219 9016 47.7508
6280 201 4.41294
9276 6819 57.3581
1364 9753 81.1112
7142 2116 6.00138
7920 5319 43.4391
754 3529 84.2407
5119 6305 31.4373
2731 3397 79.2371
6357 6409 77.9896
3775 8182 72.1576
5180 1290 94.0269
9408 3108 52.5538
2114 7420 7.70904
9998 4894 41.1123
8715 2508 91.1254
867 2123 24.7063
7711 7677 20.9452
2338 4523 6.7998
3654 4338 71.139
7773 9058 54.241
8568 9353 88.8184
6136 9646 43.9018
1578 9312 5.50704
9604 7059 55.0191
687 2463 57.6268
1849 6574 88.9158
6483 7626 59.4258
2062 7369 2.9616
4908 7715 95.2903
4335 773 81.8665
2895 6305 68.6253
5590 4886 83.4878
1631 1607 56.1169
7008 9715 55.599
3009 923 75.1175
3512 559 45.7488
1360 7269 46.3665
3926 2066 47.4246
7921 1798 2.68261
3032 2861 55.4288
8891 5114 85.2471
8479 3680 73.3092
4541 8868 1.24889
2195 678 92.2753
7322 564 35.3104
3928 186 84.6718
778 9519 72.7765
5727 1421 97.2689
4258 9086 7.67462
5086 8028 29.4711
6420 8779 9.82749
250 5203 51.2532
7593 4244 60.3084
1335 9723 57.6523
2494 1014 87.0523
4672 3662 82.0285
2197 6045 63.2291
669 8582 8.28691
5816 278 21.255
2467 3148 53.3288
3291 3118 67.4422
8050 970 72.5997
1161 9094 91.8968
480 6108 11.5869
5689 5955 71.054
1836 5371 19.8051
2007 1669 79.2623
7950 6711 84.8306
5861 9222 93.5062
8272 9205 58.9749
4096 9095 55.6352
2516 3587 4.59554
6028 6320 97.5032
4789 2563 60.088
3489 6092 89.2203
1375 6478 68.6248
3050 4407 65.7805
9320 5637 1.78153
7050 1219 6.65227
9687 7899 13.317
9346 8061 78.4569
841 3318 20.0757
4316 5941 57.0733
3311 7147 83.6241
3540 4882 32.5664
9570 2305 18.991
7531 398 32.1283
384 9270 29.6855
1364 8392 84.7407
2228 5123 28.9954
886 8047 84.862
9849 8848 62.0625
8703 8240 24.3555
1009 2112 19.6733
222 7108 89.5327
5072 4380 66.1504
5263 4676 60.889
4192 5043 3.8925
9034 6959 18.4445
7508 511 24.5293
5709 7513 15.9326
1566 4065 63.9091
4650 1465 91.2044
6681 4690 24.2405
445 3364 75.1522
3704 730 37.8624
3454 4316 69.3912
7299 1068 15.0826
5565 2447 36.1961
4097 2545 55.8711
2961 834 7.01939
9454 1196 96.4635
9821 431 74.7087
5519 5558 73.2115
447 8421 71.2723
2200 6793 22.2821
2400 322 31.9803
2653 9556 86.1898
7566 3539 29.6501
596 7756 54.1956
4854 6351 31.1552
141 6302 1.72412
2918 5643 49.024
511 7464 99.6227
7367 4753 42.7506
8765 5203 99.1112
8550 9888 31.5205
5347 1873 3.36548
7251 5022 5.49087
3707 861 90.0078
1943 256 72.9584
2033 8779 11.8798
5893 2877 28.5824
3782 7994 53.8829
7006 7480 68.0635
8026 126 52.9684
359 7143 11.4715
2165 6346 25.2662
250 9536 82.52
6142 3585 93.7973
6300 2642 13.3406
6003 4076 75.686
7046 1549 23.4441
5541 3279 19.8742
4245 5066 1.96003
2176 8883 61.7385
2307 8545 87.1667
1203 9991 20.1972
5262 154 19.4805
813 5360 92.0863
7463 1375 72.2488
5401 6968 36.31
6800 9355 81.8215
6120 1792 93.9266
4869 1752 67.1754
527 2894 65.3131
6570 2251 16.8884
2352 4655 97.4755
3813 7373 59.6816
5661 5738 39.9126
9981 1068 36.516
5778 103 74.7571
3770 354 1.22918
8854 2326 53.9923
2751 3492 14.9525
6984 1429 21.397
4989 2971 26.5279
2578 1375 59.6643
7143 3916 83.2453
6679 1904 14.5073
8992 49 79.7808
7398 6453 99.0674
9525 9851 91.562
642 4361 75.2696
7799 3839 45.9055
139 2746 40.8499
5045 311 15.748
2363 3813 83.3531
1395 3818 29.113
9793 3192 60.7815
6140 5294 11.0887
626 4006 10.5656
5632 1719 35.1655
1514 5237 25.7305
9358 1400 25.9745
2818 3941 19.6361
3969 4040 56.0937
9803 47 3.12291
6560 9336 34.8501
2719 1791 54.9313
1551 2866 59.498
1926 6660 88.2002
8269 9918 69.7284
2654 7002 16.6775
3419 3211 34.7668
7176 4221 96.053
2909 3776 79.7888
5898 9947 60.1917
3057 3044 51.6181
9538 6485 17.8713
5400 2299 48.7103
3400 5412 85.3266
2082 7898 8.89459
8570 9898 17.9414
5120 5036 9.71199
5663 4986 80.7152
3562 5778 89.5079
908 7899 93.5875
4182 3298 12.5073
3973 9259 46.4432
